No,Variable Name,Final Value,Reduced Cost,Objective Coeficient,Lower Range,Upper Range,month
127,_20M02Product_60PressingHydraulicPress_Subcon,0.0,1.00000,2.00000,1.00000,+Inf,20M02
128,_20M02Product_60TestingTester_07,9535.00000,0.0,2.90000,-Inf,3.50000,20M02
129,_20M02Product_60TestingTester_08,0.0,.60000,3.50000,2.90000,+Inf,20M02
130,_20M02Product_60TestingTester_Subcon,0.0,2.90000,5.80000,2.90000,+Inf,20M02
131,_20M02Product_66ClinchingClincher_02,5388.00000,0.0,1.20000,-Inf,2.40000,20M02
132,_20M02Product_66ClinchingClincher_Subcon,0.0,1.20000,2.40000,1.20000,+Inf,20M02
133,_20M02Product_66HeatStakingHeatStake_07,0.0,1.00000,8.00000,7.00000,+Inf,20M02
134,_20M02Product_66HeatStakingHeatStake_08,5388.00000,0.0,7.00000,-Inf,8.00000,20M02
135,_20M02Product_66HeatStakingHeatStake_Subcon,0.0,7.00000,14.00000,7.00000,+Inf,20M02
136,_20M02Product_66PressingHydraulicPress_01,5388.00000,0.0,.40000,-Inf,.80000,20M02
137,_20M02Product_66PressingHydraulicPress_Subcon,0.0,.40000,.80000,.40000,+Inf,20M02
138,_20M02Product_66TestingTester_07,5388.00000,0.0,1.20000,-Inf,1.50000,20M02
139,_20M02Product_66TestingTester_08,0.0,.30000,1.50000,1.20000,+Inf,20M02
140,_20M02Product_66TestingTester_Subcon,0.0,1.20000,2.40000,1.20000,+Inf,20M02
141,_20M02Product_67ClinchingClincher_02,5388.00000,0.0,1.20000,-Inf,2.40000,20M02
142,_20M02Product_67ClinchingClincher_Subcon,0.0,1.20000,2.40000,1.20000,+Inf,20M02
143,_20M02Product_67HeatStakingHeatStake_07,0.0,1.00000,8.00000,7.00000,+Inf,20M02
144,_20M02Product_67HeatStakingHeatStake_08,5388.00000,0.0,7.00000,-Inf,8.00000,20M02
145,_20M02Product_67HeatStakingHeatStake_Subcon,0.0,7.00000,14.00000,7.00000,+Inf,20M02
146,_20M02Product_67PressingHydraulicPress_01,5388.00000,0.0,.40000,-Inf,.80000,20M02
147,_20M02Product_67PressingHydraulicPress_Subcon,0.0,.40000,.80000,.40000,+Inf,20M02
148,_20M02Product_67TestingTester_07,5388.00000,0.0,1.20000,-Inf,1.50000,20M02
149,_20M02Product_67TestingTester_08,0.0,.30000,1.50000,1.20000,+Inf,20M02
150,_20M02Product_67TestingTester_Subcon,0.0,1.20000,2.40000,1.20000,+Inf,20M02
151,_20M02Product_69ClinchingClincher_02,62077.00000,0.0,2.40000,-Inf,4.80000,20M02
152,_20M02Product_69ClinchingClincher_Subcon,0.0,2.40000,4.80000,2.40000,+Inf,20M02
153,_20M02Product_69HeatStakingHeatStake_06,62077.00000,0.0,5.10000,-Inf,10.20000,20M02
154,_20M02Product_69HeatStakingHeatStake_Subcon,0.0,5.10000,10.20000,5.10000,+Inf,20M02
155,_20M02Product_69PressingHydraulicPress_01,62077.00000,0.0,1.70000,-Inf,3.40000,20M02
156,_20M02Product_69PressingHydraulicPress_Subcon,0.0,1.70000,3.40000,1.70000,+Inf,20M02
157,_20M02Product_69TestingTester_06,62077.00000,0.0,1.80000,-Inf,3.50833,20M02
158,_20M02Product_69TestingTester_Subcon,0.0,1.70833,3.60000,1.89167,+Inf,20M02
159,_20M02Product_70ClinchingClincher_02,17242.00000,0.0,1.80000,-Inf,3.60000,20M02
160,_20M02Product_70ClinchingClincher_Subcon,0.0,1.80000,3.60000,1.80000,+Inf,20M02
161,_20M02Product_70HeatStakingHeatStake_06,17242.00000,0.0,3.40000,-Inf,6.80000,20M02
162,_20M02Product_70HeatStakingHeatStake_Subcon,0.0,3.40000,6.80000,3.40000,+Inf,20M02
163,_20M02Product_70PressingHydraulicPress_01,17242.00000,0.0,2.00000,-Inf,4.00000,20M02
164,_20M02Product_70PressingHydraulicPress_Subcon,0.0,2.00000,4.00000,2.00000,+Inf,20M02
165,_20M02Product_70TestingTester_06,17242.00000,0.0,1.10000,-Inf,2.10833,20M02
166,_20M02Product_70TestingTester_Subcon,0.0,1.00833,2.20000,1.19167,+Inf,20M02
167,_20M02Product_73ClinchingClincher_01,0.0,2.40000,2.40000,0.0,+Inf,20M02
168,_20M02Product_73ClinchingClincher_Subcon,0.0,4.80000,4.80000,0.0,+Inf,20M02
169,_20M02Product_73HeatStakingHeatStake_04,0.0,5.00000,5.00000,0.0,+Inf,20M02
170,_20M02Product_73HeatStakingHeatStake_09,0.0,6.60000,6.60000,0.0,+Inf,20M02
171,_20M02Product_73HeatStakingHeatStake_Subcon,0.0,10.00000,10.00000,0.0,+Inf,20M02
172,_20M02Product_73PressingHydraulicPress_01,0.0,1.30000,1.30000,0.0,+Inf,20M02
173,_20M02Product_73PressingHydraulicPress_Subcon,0.0,2.60000,2.60000,0.0,+Inf,20M02
174,_20M02Product_73TestingTester_04,0.0,2.60000,2.60000,0.0,+Inf,20M02
175,_20M02Product_73TestingTester_09,0.0,2.60000,2.60000,0.0,+Inf,20M02
176,_20M02Product_73TestingTester_Subcon,0.0,5.20000,5.20000,0.0,+Inf,20M02
177,_20M02Product_74ClinchingClincher_01,0.0,2.40000,2.40000,0.0,+Inf,20M02
178,_20M02Product_74ClinchingClincher_Subcon,0.0,4.80000,4.80000,0.0,+Inf,20M02
179,_20M02Product_74HeatStakingHeatStake_04,0.0,5.00000,5.00000,0.0,+Inf,20M02
180,_20M02Product_74HeatStakingHeatStake_09,0.0,6.60000,6.60000,0.0,+Inf,20M02
181,_20M02Product_74HeatStakingHeatStake_Subcon,0.0,10.00000,10.00000,0.0,+Inf,20M02
182,_20M02Product_74PressingHydraulicPress_01,0.0,1.30000,1.30000,0.0,+Inf,20M02
183,_20M02Product_74PressingHydraulicPress_Subcon,0.0,2.60000,2.60000,0.0,+Inf,20M02
184,_20M02Product_74TestingTester_04,0.0,2.60000,2.60000,0.0,+Inf,20M02
185,_20M02Product_74TestingTester_09,0.0,2.60000,2.60000,0.0,+Inf,20M02
186,_20M02Product_74TestingTester_Subcon,0.0,5.20000,5.20000,0.0,+Inf,20M02
187,_20M02Product_75ClinchingClincher_01,0.0,2.40000,2.40000,0.0,+Inf,20M02
188,_20M02Product_75ClinchingClincher_Subcon,0.0,4.80000,4.80000,0.0,+Inf,20M02
189,_20M02Product_75HeatStakingHeatStake_04,0.0,5.00000,5.00000,0.0,+Inf,20M02
190,_20M02Product_75HeatStakingHeatStake_09,0.0,3.20000,3.20000,0.0,+Inf,20M02
191,_20M02Product_75HeatStakingHeatStake_Subcon,0.0,6.40000,6.40000,0.0,+Inf,20M02
192,_20M02Product_75PressingHydraulicPress_01,0.0,1.60000,1.60000,0.0,+Inf,20M02
193,_20M02Product_75PressingHydraulicPress_Subcon,0.0,3.20000,3.20000,0.0,+Inf,20M02
194,_20M02Product_75TestingTester_04,0.0,1.90000,1.90000,0.0,+Inf,20M02
195,_20M02Product_75TestingTester_09,0.0,1.90000,1.90000,0.0,+Inf,20M02
196,_20M02Product_75TestingTester_Subcon,0.0,3.80000,3.80000,0.0,+Inf,20M02
197,_20M02Product_76ClinchingClincher_01,0.0,2.40000,2.40000,0.0,+Inf,20M02
198,_20M02Product_76ClinchingClincher_Subcon,0.0,4.80000,4.80000,0.0,+Inf,20M02
199,_20M02Product_76HeatStakingHeatStake_04,0.0,5.00000,5.00000,0.0,+Inf,20M02
200,_20M02Product_76HeatStakingHeatStake_09,0.0,3.20000,3.20000,0.0,+Inf,20M02
201,_20M02Product_76HeatStakingHeatStake_Subcon,0.0,6.40000,6.40000,0.0,+Inf,20M02
202,_20M02Product_76PressingHydraulicPress_01,0.0,1.60000,1.60000,0.0,+Inf,20M02
203,_20M02Product_76PressingHydraulicPress_Subcon,0.0,3.20000,3.20000,0.0,+Inf,20M02
204,_20M02Product_76TestingTester_04,0.0,1.90000,1.90000,0.0,+Inf,20M02
205,_20M02Product_76TestingTester_09,0.0,1.90000,1.90000,0.0,+Inf,20M02
206,_20M02Product_76TestingTester_Subcon,0.0,3.80000,3.80000,0.0,+Inf,20M02
207,_20M02Product_77ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,20M02
208,_20M02Product_77ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,20M02
209,_20M02Product_77PressingHydraulicPress_01,0.0,1.80000,1.80000,0.0,+Inf,20M02
210,_20M02Product_77PressingHydraulicPress_Subcon,0.0,3.60000,3.60000,0.0,+Inf,20M02
211,_20M02Product_79ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,20M02
212,_20M02Product_79ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,20M02
213,_20M02Product_79PressingHydraulicPress_01,0.0,1.80000,1.80000,0.0,+Inf,20M02
214,_20M02Product_79PressingHydraulicPress_Subcon,0.0,3.60000,3.60000,0.0,+Inf,20M02
215,_20M02Product_85ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,20M02
216,_20M02Product_85ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,20M02
217,_20M02Product_85HeatStakingHeatStake_05,0.0,3.10000,3.10000,0.0,+Inf,20M02
218,_20M02Product_85HeatStakingHeatStake_Subcon,0.0,6.20000,6.20000,0.0,+Inf,20M02
219,_20M02Product_85PressingHydraulicPress_01,0.0,1.10000,1.10000,0.0,+Inf,20M02
220,_20M02Product_85PressingHydraulicPress_Subcon,0.0,2.20000,2.20000,0.0,+Inf,20M02
221,_20M02Product_85TestingTester_05,0.0,2.70000,2.70000,0.0,+Inf,20M02
222,_20M02Product_85TestingTester_Subcon,0.0,5.40000,5.40000,0.0,+Inf,20M02
223,_20M02Product_86ClinchingClincher_02,0.0,2.20000,2.20000,0.0,+Inf,20M02
224,_20M02Product_86ClinchingClincher_Subcon,0.0,4.40000,4.40000,0.0,+Inf,20M02
225,_20M02Product_86HeatStakingHeatStake_05,0.0,3.10000,3.10000,0.0,+Inf,20M02
226,_20M02Product_86HeatStakingHeatStake_Subcon,0.0,6.20000,6.20000,0.0,+Inf,20M02
227,_20M02Product_86PressingHydraulicPress_01,0.0,1.10000,1.10000,0.0,+Inf,20M02
228,_20M02Product_86PressingHydraulicPress_Subcon,0.0,2.20000,2.20000,0.0,+Inf,20M02
229,_20M02Product_86TestingTester_05,0.0,2.70000,2.70000,0.0,+Inf,20M02
230,_20M02Product_86TestingTester_Subcon,0.0,5.40000,5.40000,0.0,+Inf,20M02
1,_20M03Product_14ClinchingClincher_02,262.00000,0.0,1.80000,-Inf,3.60000,20M03
2,_20M03Product_14ClinchingClincher_Subcon,0.0,1.80000,3.60000,1.80000,+Inf,20M03
3,_20M03Product_14PressingHydraulicPress_01,262.00000,0.0,.30000,-Inf,.60000,20M03
4,_20M03Product_14PressingHydraulicPress_Subcon,0.0,.30000,.60000,.30000,+Inf,20M03
5,_20M03Product_17ClinchingClincher_02,0.0,2.30000,2.30000,0.0,+Inf,20M03
6,_20M03Product_17ClinchingClincher_Subcon,0.0,4.60000,4.60000,0.0,+Inf,20M03
7,_20M03Product_17HeatStakingHeatStake_07,0.0,6.50000,6.50000,0.0,+Inf,20M03
8,_20M03Product_17HeatStakingHeatStake_08,0.0,5.80000,5.80000,0.0,+Inf,20M03
9,_20M03Product_17HeatStakingHeatStake_10,0.0,6.80000,6.80000,0.0,+Inf,20M03
10,_20M03Product_17HeatStakingHeatStake_Subcon,0.0,11.60000,11.60000,0.0,+Inf,20M03
11,_20M03Product_17PressingHydraulicPress_01,0.0,1.00000,1.00000,0.0,+Inf,20M03
12,_20M03Product_17PressingHydraulicPress_Subcon,0.0,2.00000,2.00000,0.0,+Inf,20M03
13,_20M03Product_17TestingTester_07,0.0,3.00000,3.00000,0.0,+Inf,20M03
14,_20M03Product_17TestingTester_08,0.0,2.00000,2.00000,0.0,+Inf,20M03
15,_20M03Product_17TestingTester_10,0.0,1.10000,1.10000,0.0,+Inf,20M03
16,_20M03Product_17TestingTester_Subcon,0.0,2.20000,2.20000,0.0,+Inf,20M03
17,_20M03Product_22ClinchingClincher_02,0.0,2.70000,2.70000,0.0,+Inf,20M03
18,_20M03Product_22ClinchingClincher_Subcon,0.0,5.40000,5.40000,0.0,+Inf,20M03
19,_20M03Product_22HeatStakingHeatStake_06,0.0,4.50000,4.50000,0.0,+Inf,20M03
20,_20M03Product_22HeatStakingHeatStake_Subcon,0.0,9.00000,9.00000,0.0,+Inf,20M03
21,_20M03Product_22PressingHydraulicPress_01,0.0,1.50000,1.50000,0.0,+Inf,20M03
22,_20M03Product_22PressingHydraulicPress_Subcon,0.0,3.00000,3.00000,0.0,+Inf,20M03
23,_20M03Product_22TestingTester_06,0.0,3.12500,3.00000,-.12500,+Inf,20M03
24,_20M03Product_22TestingTester_Subcon,0.0,6.00000,6.00000,0.0,+Inf,20M03
25,_20M03Product_25ClinchingClincher_02,11304.00000,0.0,2.40000,-Inf,4.80000,20M03
26,_20M03Product_25ClinchingClincher_Subcon,0.0,2.40000,4.80000,2.40000,+Inf,20M03
27,_20M03Product_25PressingHydraulicPress_01,11304.00000,0.0,.60000,-Inf,1.20000,20M03
28,_20M03Product_25PressingHydraulicPress_Subcon,0.0,.60000,1.20000,.60000,+Inf,20M03
29,_20M03Product_26ClinchingClincher_02,0.0,2.70000,2.70000,0.0,+Inf,20M03
30,_20M03Product_26ClinchingClincher_Subcon,0.0,5.40000,5.40000,0.0,+Inf,20M03
31,_20M03Product_26PressingHydraulicPress_01,0.0,1.50000,1.50000,0.0,+Inf,20M03
32,_20M03Product_26PressingHydraulicPress_Subcon,0.0,3.00000,3.00000,0.0,+Inf,20M03
33,_20M03Product_27ClinchingClincher_02,0.0,2.70000,2.70000,0.0,+Inf,20M03
34,_20M03Product_27ClinchingClincher_Subcon,0.0,5.40000,5.40000,0.0,+Inf,20M03
35,_20M03Product_27PressingHydraulicPress_01,0.0,1.50000,1.50000,0.0,+Inf,20M03
36,_20M03Product_27PressingHydraulicPress_Subcon,0.0,3.00000,3.00000,0.0,+Inf,20M03
37,_20M03Product_28ClinchingClincher_02,0.0,2.90000,2.90000,0.0,+Inf,20M03
38,_20M03Product_28ClinchingClincher_Subcon,0.0,5.80000,5.80000,0.0,+Inf,20M03
39,_20M03Product_28HeatStakingHeatStake_05,0.0,3.60000,3.60000,0.0,+Inf,20M03
40,_20M03Product_28HeatStakingHeatStake_Subcon,0.0,7.20000,7.20000,0.0,+Inf,20M03
41,_20M03Product_28PressingHydraulicPress_01,0.0,1.20000,1.20000,0.0,+Inf,20M03
42,_20M03Product_28PressingHydraulicPress_Subcon,0.0,2.40000,2.40000,0.0,+Inf,20M03
43,_20M03Product_28TestingTester_05,0.0,1.20000,1.20000,0.0,+Inf,20M03
44,_20M03Product_28TestingTester_Subcon,0.0,2.40000,2.40000,0.0,+Inf,20M03
45,_20M03Product_29ClinchingClincher_02,0.0,2.90000,2.90000,0.0,+Inf,20M03
46,_20M03Product_29ClinchingClincher_Subcon,0.0,5.80000,5.80000,0.0,+Inf,20M03
47,_20M03Product_29HeatStakingHeatStake_05,0.0,3.60000,3.60000,0.0,+Inf,20M03
48,_20M03Product_29HeatStakingHeatStake_Subcon,0.0,7.20000,7.20000,0.0,+Inf,20M03
49,_20M03Product_29PressingHydraulicPress_01,0.0,1.20000,1.20000,0.0,+Inf,20M03
50,_20M03Product_29PressingHydraulicPress_Subcon,0.0,2.40000,2.40000,0.0,+Inf,20M03
51,_20M03Product_29TestingTester_05,0.0,2.60000,2.60000,0.0,+Inf,20M03
52,_20M03Product_29TestingTester_Subcon,0.0,5.20000,5.20000,0.0,+Inf,20M03
53,_20M03Product_37ClinchingClincher_02,34388.00000,0.0,1.50000,-Inf,3.00000,20M03
54,_20M03Product_37ClinchingClincher_Subcon,0.0,1.50000,3.00000,1.50000,+Inf,20M03
55,_20M03Product_37HeatStakingHeatStake_04,34388.00000,0.0,5.40000,-Inf,5.40000,20M03
56,_20M03Product_37HeatStakingHeatStake_06,0.0,0.0,5.40000,5.40000,+Inf,20M03
57,_20M03Product_37HeatStakingHeatStake_Subcon,0.0,5.40000,10.80000,5.40000,+Inf,20M03
58,_20M03Product_37PressingHydraulicPress_01,34388.00000,0.0,.30000,-Inf,.60000,20M03
59,_20M03Product_37PressingHydraulicPress_Subcon,0.0,.30000,.60000,.30000,+Inf,20M03
60,_20M03Product_37TestingTester_04,34388.00000,0.0,2.30000,-Inf,2.39167,20M03
61,_20M03Product_37TestingTester_06,0.0,.09167,2.30000,2.20833,+Inf,20M03
62,_20M03Product_37TestingTester_Subcon,0.0,2.30000,4.60000,2.30000,+Inf,20M03
63,_20M03Product_41ClinchingClincher_02,0.0,1.50000,1.50000,0.0,+Inf,20M03
64,_20M03Product_41ClinchingClincher_Subcon,0.0,3.00000,3.00000,0.0,+Inf,20M03
65,_20M03Product_41HeatStakingHeatStake_04,0.0,4.60000,4.60000,0.0,+Inf,20M03
66,_20M03Product_41HeatStakingHeatStake_Subcon,0.0,9.20000,9.20000,0.0,+Inf,20M03
67,_20M03Product_41PressingHydraulicPress_01,0.0,.50000,.50000,0.0,+Inf,20M03
68,_20M03Product_41PressingHydraulicPress_Subcon,0.0,1.00000,1.00000,0.0,+Inf,20M03
69,_20M03Product_41TestingTester_04,0.0,2.30000,2.30000,0.0,+Inf,20M03
70,_20M03Product_41TestingTester_Subcon,0.0,4.60000,4.60000,0.0,+Inf,20M03
71,_20M03Product_46ClinchingClincher_02,0.0,2.30000,2.30000,0.0,+Inf,20M03
72,_20M03Product_46ClinchingClincher_Subcon,0.0,4.60000,4.60000,0.0,+Inf,20M03
73,_20M03Product_46PressingHydraulicPress_01,0.0,1.80000,1.80000,0.0,+Inf,20M03
74,_20M03Product_46PressingHydraulicPress_Subcon,0.0,3.60000,3.60000,0.0,+Inf,20M03
75,_20M03Product_47ClinchingClincher_02,65.00000,0.0,2.20000,-Inf,4.40000,20M03
76,_20M03Product_47ClinchingClincher_Subcon,0.0,2.20000,4.40000,2.20000,+Inf,20M03
77,_20M03Product_47PressingHydraulicPress_01,65.00000,0.0,1.90000,-Inf,3.80000,20M03
78,_20M03Product_47PressingHydraulicPress_Subcon,0.0,1.90000,3.80000,1.90000,+Inf,20M03
79,_20M03Product_48ClinchingClincher_02,363.00000,0.0,2.20000,-Inf,4.40000,20M03
80,_20M03Product_48ClinchingClincher_Subcon,0.0,2.20000,4.40000,2.20000,+Inf,20M03
81,_20M03Product_48PressingHydraulicPress_01,363.00000,0.0,1.90000,-Inf,3.80000,20M03
82,_20M03Product_48PressingHydraulicPress_Subcon,0.0,1.90000,3.80000,1.90000,+Inf,20M03
83,_20M03Product_57ClinchingClincher_01,12516.00000,0.0,1.40000,-Inf,2.80000,20M03
84,_20M03Product_57ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,20M03
85,_20M03Product_57HeatStakingHeatStake_06,0.0,.20000,7.50000,7.30000,+Inf,20M03
86,_20M03Product_57HeatStakingHeatStake_07,0.0,0.0,7.30000,7.30000,+Inf,20M03
87,_20M03Product_57HeatStakingHeatStake_08,12516.00000,0.0,7.30000,-Inf,7.30000,20M03
88,_20M03Product_57HeatStakingHeatStake_09,0.0,.60000,7.90000,7.30000,+Inf,20M03
89,_20M03Product_57HeatStakingHeatStake_Subcon,0.0,7.30000,14.60000,7.30000,+Inf,20M03
90,_20M03Product_57PressingHydraulicPress_01,12516.00000,0.0,.60000,-Inf,1.20000,20M03
91,_20M03Product_57PressingHydraulicPress_Subcon,0.0,.60000,1.20000,.60000,+Inf,20M03
92,_20M03Product_57TestingTester_06,7803.50000,0.0,2.50000,2.50000,2.70000,20M03
93,_20M03Product_57TestingTester_07,4712.50000,0.0,2.70000,2.50000,2.70000,20M03
94,_20M03Product_57TestingTester_08,0.0,.20000,2.90000,2.70000,+Inf,20M03
95,_20M03Product_57TestingTester_09,0.0,.30000,3.00000,2.70000,+Inf,20M03
96,_20M03Product_57TestingTester_Subcon,0.0,2.30000,5.00000,2.70000,+Inf,20M03
97,_20M03Product_58ClinchingClincher_01,12109.00000,0.0,1.40000,-Inf,2.80000,20M03
98,_20M03Product_58ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,20M03
99,_20M03Product_58HeatStakingHeatStake_06,0.0,.20000,7.50000,7.30000,+Inf,20M03
100,_20M03Product_58HeatStakingHeatStake_07,0.0,0.0,7.30000,7.30000,+Inf,20M03
101,_20M03Product_58HeatStakingHeatStake_08,12109.00000,0.0,7.30000,-Inf,7.30000,20M03
102,_20M03Product_58HeatStakingHeatStake_09,0.0,.60000,7.90000,7.30000,+Inf,20M03
103,_20M03Product_58HeatStakingHeatStake_Subcon,0.0,7.30000,14.60000,7.30000,+Inf,20M03
104,_20M03Product_58PressingHydraulicPress_01,12109.00000,0.0,.60000,-Inf,1.20000,20M03
105,_20M03Product_58PressingHydraulicPress_Subcon,0.0,.60000,1.20000,.60000,+Inf,20M03
106,_20M03Product_58TestingTester_06,12109.00000,0.0,2.50000,-Inf,2.50000,20M03
107,_20M03Product_58TestingTester_07,0.0,0.0,2.70000,2.70000,+Inf,20M03
108,_20M03Product_58TestingTester_08,0.0,.20000,2.90000,2.70000,+Inf,20M03
109,_20M03Product_58TestingTester_09,0.0,.30000,3.00000,2.70000,+Inf,20M03
110,_20M03Product_58TestingTester_Subcon,0.0,2.30000,5.00000,2.70000,+Inf,20M03
111,_20M03Product_59ClinchingClincher_01,11260.00000,0.0,1.40000,-Inf,2.80000,20M03
112,_20M03Product_59ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,20M03
113,_20M03Product_59HeatStakingHeatStake_07,11260.00000,0.0,5.70000,-Inf,6.00000,20M03
114,_20M03Product_59HeatStakingHeatStake_08,0.0,.30000,6.00000,5.70000,+Inf,20M03
115,_20M03Product_59HeatStakingHeatStake_Subcon,0.0,5.70000,11.40000,5.70000,+Inf,20M03
116,_20M03Product_59PressingHydraulicPress_01,11260.00000,0.0,1.00000,-Inf,2.00000,20M03
117,_20M03Product_59PressingHydraulicPress_Subcon,0.0,1.00000,2.00000,1.00000,+Inf,20M03
118,_20M03Product_59TestingTester_07,11260.00000,0.0,2.90000,-Inf,3.50000,20M03
119,_20M03Product_59TestingTester_08,0.0,.60000,3.50000,2.90000,+Inf,20M03
120,_20M03Product_59TestingTester_Subcon,0.0,2.90000,5.80000,2.90000,+Inf,20M03
121,_20M03Product_60ClinchingClincher_01,11260.00000,0.0,1.40000,-Inf,2.80000,20M03
122,_20M03Product_60ClinchingClincher_Subcon,0.0,1.40000,2.80000,1.40000,+Inf,20M03
123,_20M03Product_60HeatStakingHeatStake_07,11260.00000,0.0,5.70000,-Inf,6.00000,20M03
124,_20M03Product_60HeatStakingHeatStake_08,0.0,.30000,6.00000,5.70000,+Inf,20M03
125,_20M03Product_60HeatStakingHeatStake_Subcon,0.0,5.70000,11.40000,5.70000,+Inf,20M03
126,_20M03Product_60PressingHydraulicPress_01,11260.00000,0.0,1.00000,-Inf,2.00000,20M03
127,_20M03Product_60PressingHydraulicPress_Subcon,0.0,1.00000,2.00000,1.00000,+Inf,20M03
128,_20M03Product_60TestingTester_07,11260.00000,0.0,2.90000,-Inf,3.50000,20M03
129,_20M03Product_60TestingTester_08,0.0,.60000,3.50000,2.90000,+Inf,20M03
130,_20M03Product_60TestingTester_Subcon,0.0,2.90000,5.80000,2.90000,+Inf,20M03
131,_20M03Product_66ClinchingClincher_02,3553.00000,0.0,1.20000,-Inf,2.40000,20M03
132,_20M03Product_66ClinchingClincher_Subcon,0.0,1.20000,2.40000,1.20000,+Inf,20M03
133,_20M03Product_66HeatStakingHeatStake_07,0.0,1.00000,8.00000,7.00000,+Inf,20M03
134,_20M03Product_66HeatStakingHeatStake_08,3553.00000,0.0,7.00000,-Inf,8.00000,20M03
135,_20M03Product_66HeatStakingHeatStake_Subcon,0.0,7.00000,14.00000,7.00000,+Inf,20M03
136,_20M03Product_66PressingHydraulicPress_01,3553.00000,0.0,.40000,-Inf,.80000,20M03
137,_20M03Product_66PressingHydraulicPress_Subcon,0.0,.40000,.80000,.40000,+Inf,20M03
138,_20M03Product_66TestingTester_07,3553.00000,0.0,1.20000,-Inf,1.50000,20M03
139,_20M03Product_66TestingTester_08,0.0,.30000,1.50000,1.20000,+Inf,20M03
140,_20M03Product_66TestingTester_Subcon,0.0,1.20000,2.40000,1.20000,+Inf,20M03
141,_20M03Product_67ClinchingClincher_02,3192.00000,0.0,1.20000,-Inf,2.40000,20M03
142,_20M03Product_67ClinchingClincher_Subcon,0.0,1.20000,2.40000,1.20000,+Inf,20M03
143,_20M03Product_67HeatStakingHeatStake_07,0.0,1.00000,8.00000,7.00000,+Inf,20M03
144,_20M03Product_67HeatStakingHeatStake_08,3192.00000,0.0,7.00000,-Inf,8.00000,20M03
145,_20M03Product_67HeatStakingHeatStake_Subcon,0.0,7.00000,14.00000,7.00000,+Inf,20M03
146,_20M03Product_67PressingHydraulicPress_01,3192.00000,0.0,.40000,-Inf,.80000,20M03
147,_20M03Product_67PressingHydraulicPress_Subcon,0.0,.40000,.80000,.40000,+Inf,20M03
148,_20M03Product_67TestingTester_07,3192.00000,0.0,1.20000,-Inf,1.50000,20M03
149,_20M03Product_67TestingTester_08,0.0,.30000,1.50000,1.20000,+Inf,20M03
150,_20M03Product_67TestingTester_Subcon,0.0,1.20000,2.40000,1.20000,+Inf,20M03
151,_20M03Product_69ClinchingClincher_02,65372.00000,0.0,2.40000,-Inf,4.80000,20M03
152,_20M03Product_69ClinchingClincher_Subcon,0.0,2.40000,4.80000,2.40000,+Inf,20M03
153,_20M03Product_69HeatStakingHeatStake_06,65372.00000,0.0,5.10000,-Inf,10.20000,20M03
154,_20M03Product_69HeatStakingHeatStake_Subcon,0.0,5.10000,10.20000,5.10000,+Inf,20M03
155,_20M03Product_69PressingHydraulicPress_01,65372.00000,0.0,1.70000,-Inf,3.40000,20M03
156,_20M03Product_69PressingHydraulicPress_Subcon,0.0,1.70000,3.40000,1.70000,+Inf,20M03
157,_20M03Product_69TestingTester_06,65372.00000,0.0,1.80000,-Inf,3.50833,20M03
158,_20M03Product_69TestingTester_Subcon,0.0,1.70833,3.60000,1.89167,+Inf,20M03
159,_20M03Product_70ClinchingClincher_02,12928.00000,0.0,1.80000,-Inf,3.60000,20M03
160,_20M03Product_70ClinchingClincher_Subcon,0.0,1.80000,3.60000,1.80000,+Inf,20M03
161,_20M03Product_70HeatStakingHeatStake_06,12928.00000,0.0,3.40000,-Inf,6.80000,20M03
162,_20M03Product_70HeatStakingHeatStake_Subcon,0.0,3.40000,6.80000,3.40000,+Inf,20M03
163,_20M03Product_70PressingHydraulicPress_01,12928.00000,0.0,2.00000,-Inf,4.00000,20M03
164,_20M03Product_70PressingHydraulicPress_Subcon,0.0,2.00000,4.00000,2.00000,+Inf,20M03
165,_20M03Product_70TestingTester_06,12928.00000,0.0,1.10000,-Inf,2.10833,20M03
166,_20M03Product_70TestingTester_Subcon,0.0,1.00833,2.20000,1.19167,+Inf,20M03
167,_20M03Product_73ClinchingClincher_01,0.0,2.40000,2.40000,0.0,+Inf,20M03
168,_20M03Product_73ClinchingClincher_Subcon,0.0,4.80000,4.80000,0.0,+Inf,20M03
169,_20M03Product_73HeatStakingHeatStake_04,0.0,5.00000,5.00000,0.0,+Inf,20M03
170,_20M03Product_73HeatStakingHeatStake_09,0.0,6.60000,6.60000,0.0,+Inf,20M03
171,_20M03Product_73HeatStakingHeatStake_Subcon,0.0,10.00000,10.00000,0.0,+Inf,20M03
172,_20M03Product_73PressingHydraulicPress_01,0.0,1.30000,1.30000,0.0,+Inf,20M03
173,_20M03Product_73PressingHydraulicPress_Subcon,0.0,2.60000,2.60000,0.0,+Inf,20M03
